D¡a ;Mes ;Anio;Fc;Pto. Vta;Nro Compr.;Nombre del Cliente;CUIT;Alicuota (IVA);Neto ;IVA;IVA Percep;IIBB Percep;Act Vs Percep;Imp Internos;No Gravados;Exentos ;Total;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016100;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0,00;0,00;0,00;0,00;0,00;0,00;45,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016101;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016102;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0,00;0,00;0,00;0,00;0,00;0,00;30,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016103;CONSUMIDOR FINAL;20000000001;21% 0005;177,69;37,31;0,00;0,00;0,00;0,00;0,00;0,00;215,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016104;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0,00;0,00;0,00;0,00;0,00;0,00;80,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016105;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016106;CONSUMIDOR FINAL;20000000001;21% 0005;103,31;21,69;0,00;0,00;0,00;0,00;0,00;0,00;125,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016107;CONSUMIDOR FINAL;20000000001;21% 0005;16,53;3,47;0,00;0,00;0,00;0,00;0,00;0,00;20,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016108;CONSUMIDOR FINAL;20000000001;21% 0005;86,78;18,22;0,00;0,00;0,00;0,00;0,00;0,00;105,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016109;CONSUMIDOR FINAL;20000000001;21% 0005;123,97;26,03;0,00;0,00;0,00;0,00;0,00;0,00;150,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016110;CONSUMIDOR FINAL;20000000001;21% 0005;90,91;19,09;0,00;0,00;0,00;0,00;0,00;0,00;110,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016111;CONSUMIDOR FINAL;20000000001;21% 0005;95,04;19,96;0,00;0,00;0,00;0,00;0,00;0,00;115,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016112;CONSUMIDOR FINAL;20000000001;21% 0005;82,64;17,36;0,00;0,00;0,00;0,00;0,00;0,00;100,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016113;CONSUMIDOR FINAL;20000000001;21% 0005;63,22;13,28;0,00;0,00;0,00;0,00;0,00;0,00;76,50;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016114;CONSUMIDOR FINAL;20000000001;21% 0005;110,74;23,26;0,00;0,00;0,00;0,00;0,00;0,00;134,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016115;CONSUMIDOR FINAL;20000000001;21% 0005;57,85;12,15;0,00;0,00;0,00;0,00;0,00;0,00;70,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016116;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0,00;0,00;0,00;0,00;0,00;0,00;30,00;;;;;
