D¡a ;Mes ;Anio;Fc;Pto. Vta;Nro Compr.;Nombre del Cliente;CUIT;Alicuota (IVA);Neto ;IVA;IVA Percep;IIBB Percep;Act Vs Percep;Imp Internos;No Gravados;Exentos ;Total;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017356;Consumidor Final ;20000000001;21% 0005;61,98;13,02;0,00;0,00;0,00;0,00;0,00;0,00;75,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017357;Consumidor Final ;20000000001;21% 0005;86,78;18,22;0,00;0,00;0,00;0,00;0,00;0,00;105,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017358;Consumidor Final ;20000000001;21% 0005;57,85;12,15;0,00;0,00;0,00;0,00;0,00;0,00;70,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017359;Consumidor Final ;20000000001;21% 0005;115,70;24,30;0,00;0,00;0,00;0,00;0,00;0,00;140,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017360;Consumidor Final ;20000000001;21% 0005;103,31;21,69;0,00;0,00;0,00;0,00;0,00;0,00;125,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017361;Consumidor Final ;20000000001;21% 0005;185,95;39,05;0,00;0,00;0,00;0,00;0,00;0,00;225,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017362;Consumidor Final ;20000000001;21% 0005;73,76;15,49;0,00;0,00;0,00;0,00;0,00;0,00;89,25;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017363;Consumidor Final ;20000000001;21% 0005;53,72;11,28;0,00;0,00;0,00;0,00;0,00;0,00;65,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017364;Consumidor Final ;20000000001;21% 0005;148,76;31,24;0,00;0,00;0,00;0,00;0,00;0,00;180,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017365;Consumidor Final ;20000000001;21% 0005;33,06;6,94;0,00;0,00;0,00;0,00;0,00;0,00;40,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017366;Consumidor Final ;20000000001;21% 0005;74,38;15,62;0,00;0,00;0,00;0,00;0,00;0,00;90,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017367;Consumidor Final ;20000000001;21% 0005;95,04;19,96;0,00;0,00;0,00;0,00;0,00;0,00;115,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017368;Consumidor Final ;20000000001;21% 0005;66,12;13,88;0,00;0,00;0,00;0,00;0,00;0,00;80,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017369;Consumidor Final ;20000000001;21% 0005;90,91;19,09;0,00;0,00;0,00;0,00;0,00;0,00;110,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017370;Consumidor Final ;20000000001;21% 0005;28,10;5,90;0,00;0,00;0,00;0,00;0,00;0,00;34,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017371;Consumidor Final ;20000000001;21% 0005;37,19;7,81;0,00;0,00;0,00;0,00;0,00;0,00;45,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017372;Consumidor Final ;20000000001;21% 0005;49,59;10,41;0,00;0,00;0,00;0,00;0,00;0,00;60,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017373;Consumidor Final ;20000000001;21% 0005;33,06;6,94;0,00;0,00;0,00;0,00;0,00;0,00;40,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017374;Consumidor Final ;20000000001;21% 0005;107,44;22,56;0,00;0,00;0,00;0,00;0,00;0,00;130,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017375;Consumidor Final ;20000000001;21% 0005;45,45;9,55;0,00;0,00;0,00;0,00;0,00;0,00;55,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017376;Consumidor Final ;20000000001;21% 0005;78,51;16,49;0,00;0,00;0,00;0,00;0,00;0,00;95,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017377;Consumidor Final ;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017378;Consumidor Final ;20000000001;21% 0005;37,19;7,81;0,00;0,00;0,00;0,00;0,00;0,00;45,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017379;Consumidor Final ;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017380;Consumidor Final ;20000000001;21% 0005;33,06;6,94;0,00;0,00;0,00;0,00;0,00;0,00;40,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017381;Consumidor Final ;20000000001;21% 0005;33,06;6,94;0,00;0,00;0,00;0,00;0,00;0,00;40,00;;;;;
01;07;2017;082-TIQUE - FACTURA B;0002;00017382;Consumidor Final ;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
