D¡a ;Mes ;Anio;Fc;Pto. Vta;Nro Compr.;Nombre del Cliente;CUIT;Alicuota (IVA);Neto ;IVA;IVA Percep;IIBB Percep;Act Vs Percep;Imp Internos;No Gravados;Exentos ;Total
2;1;2018;082-TIQUE - FACTURA B;2;29652;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
2;1;2018;082-TIQUE - FACTURA B;2;29653;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0;0;0;0;0;0;30
2;1;2018;082-TIQUE - FACTURA B;2;29654;CONSUMIDOR FINAL;20000000001;21% 0005;78,51;16,49;0;0;0;0;0;0;95
2;1;2018;082-TIQUE - FACTURA B;2;29655;CONSUMIDOR FINAL;20000000001;21% 0005;61,98;13,02;0;0;0;0;0;0;75
2;1;2018;082-TIQUE - FACTURA B;2;29656;CONSUMIDOR FINAL;20000000001;21% 0005;111,57;23,43;0;0;0;0;0;0;135
2;1;2018;082-TIQUE - FACTURA B;2;29657;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
2;1;2018;082-TIQUE - FACTURA B;2;29658;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0;0;0;0;0;0;60
2;1;2018;082-TIQUE - FACTURA B;2;29659;CONSUMIDOR FINAL;20000000001;21% 0005;86,78;18,22;0;0;0;0;0;0;105
2;1;2018;082-TIQUE - FACTURA B;2;29660;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0;0;0;0;0;0;45
2;1;2018;082-TIQUE - FACTURA B;2;29661;CONSUMIDOR FINAL;20000000001;21% 0005;86,78;18,22;0;0;0;0;0;0;105
2;1;2018;082-TIQUE - FACTURA B;2;29662;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0;0;0;0;0;0;45
2;1;2018;082-TIQUE - FACTURA B;2;29663;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
2;1;2018;082-TIQUE - FACTURA B;2;29664;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
2;1;2018;082-TIQUE - FACTURA B;2;29665;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0;0;0;0;0;0;35
2;1;2018;082-TIQUE - FACTURA B;2;29666;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
2;1;2018;082-TIQUE - FACTURA B;2;29667;CONSUMIDOR FINAL;20000000001;21% 0005;61,98;13,02;0;0;0;0;0;0;75
2;1;2018;082-TIQUE - FACTURA B;2;29668;CONSUMIDOR FINAL;20000000001;21% 0005;53,72;11,28;0;0;0;0;0;0;65
2;1;2018;082-TIQUE - FACTURA B;2;29669;CONSUMIDOR FINAL;20000000001;21% 0005;190,08;39,92;0;0;0;0;0;0;230
2;1;2018;082-TIQUE - FACTURA B;2;29670;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
2;1;2018;082-TIQUE - FACTURA B;2;29671;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0;0;0;0;0;0;45
2;1;2018;082-TIQUE - FACTURA B;2;29672;CONSUMIDOR FINAL;20000000001;21% 0005;82,64;17,36;0;0;0;0;0;0;100
2;1;2018;082-TIQUE - FACTURA B;2;29673;CONSUMIDOR FINAL;20000000001;21% 0005;20,66;4,34;0;0;0;0;0;0;25
2;1;2018;082-TIQUE - FACTURA B;2;29674;CONSUMIDOR FINAL;20000000001;21% 0005;33,06;6,94;0;0;0;0;0;0;40
2;1;2018;082-TIQUE - FACTURA B;2;29675;CONSUMIDOR FINAL;20000000001;21% 0005;20,66;4,34;0;0;0;0;0;0;25
2;1;2018;082-TIQUE - FACTURA B;2;29676;CONSUMIDOR FINAL;20000000001;21% 0005;107,44;22,56;0;0;0;0;0;0;130
2;1;2018;082-TIQUE - FACTURA B;2;29677;CONSUMIDOR FINAL;20000000001;21% 0005;61,98;13,02;0;0;0;0;0;0;75
2;1;2018;082-TIQUE - FACTURA B;2;29678;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0;0;0;0;0;0;60
2;1;2018;082-TIQUE - FACTURA B;2;29679;CONSUMIDOR FINAL;20000000001;21% 0005;33,06;6,94;0;0;0;0;0;0;40
2;1;2018;082-TIQUE - FACTURA B;2;29680;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
2;1;2018;082-TIQUE - FACTURA B;2;29681;CONSUMIDOR FINAL;20000000001;21% 0005;57,85;12,15;0;0;0;0;0;0;70
2;1;2018;082-TIQUE - FACTURA B;2;29682;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
2;1;2018;082-TIQUE - FACTURA B;2;29683;CONSUMIDOR FINAL;20000000001;21% 0005;165,29;34,71;0;0;0;0;0;0;200
2;1;2018;082-TIQUE - FACTURA B;2;29684;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0;0;0;0;0;0;45
2;1;2018;082-TIQUE - FACTURA B;2;29685;CONSUMIDOR FINAL;20000000001;21% 0005;20,66;4,34;0;0;0;0;0;0;25
2;1;2018;082-TIQUE - FACTURA B;2;29686;CONSUMIDOR FINAL;20000000001;21% 0005;82,64;17,36;0;0;0;0;0;0;100
2;1;2018;082-TIQUE - FACTURA B;2;29687;CONSUMIDOR FINAL;20000000001;21% 0005;99,17;20,83;0;0;0;0;0;0;120
