01/02/2017;MANTENIMIENTO DE CUENTA;303;;-160,58
01/02/2017;IMPUESTO AL VALOR AGREGADO;63,63;;-224,21
02/02/2017;IMP S/DEBITOS EN CTA CTE;2,2;;-226,41
13/02/2017;DEPOSITO EFVO;;1.000,00;773,59
14/02/2017;R/RECAUDACION IIBB PROV SALTA;10;;763,59
14/02/2017;IMP S/CRED EN CTA CTE;6;;757,59
15/02/2017;IMP S/DEBITOS EN CTA CTE;0,06;;757,53
16/02/2017;DEPOSITO EFVO;;13.500,00;14.257,53
17/02/2017;IMP S/CRED EN CTA CTE;81;;14.176,53
17/02/2017;R/RECAUDACION IIBB PROV SALTA;135;;14.041,53
20/02/2017;IMP S/DEBITOS EN CTA CTE;0,81;;14.040,72
