02/01/2017;CENTRO DE SERV. EL PAR;1000;;55024,64
02/01/2017;EL PRADO ECO VILLAGE;1500;;53524,64
03/01/2017;FUNDACION IDEAS DEL NO;258;;53266,64
03/01/2017;EXTRACCION CAJERO AUTOMATICO;3000;;50266,64
06/01/2017;DEV 5% IVA COMPRA TARJ DEB;;6,41;50273,05
06/01/2017;C15974-CIRC MEDICO SALTA-HONORA;;7315,56;57588,61
09/01/2017;FLECHA BUS;406;;57182,61
09/01/2017;EXTRACCION CAJERO AUTOMATICO;500;;56682,61
10/01/2017;CREDITO PLAZO FIJO;;253223,68;309906,29
10/01/2017;CREDITO PLAZO FIJO;;5536,23;315442,52
10/01/2017;DEBITO CV ME TRANSF MO;165442,52;;150000
10/01/2017;RETIRO CAJ.AH.;100000;;50000
13/01/2017;CLARO EQUIPOS;281,24;;49718,76
20/01/2017;ESTACION VISION SRL;99,99;;49618,77
23/01/2017;HOYTS SALTA;260;;49358,77
23/01/2017;ESTACION VISION SRL;750;;48608,77
24/01/2017;C15974-CIRC MEDICO SALTA-HONORA;;6971,38;55580,15
25/01/2017;PROMOCION POR COMPRA C/MACRO DEBITO Suc.:811;;65;55645,15
26/01/2017;CAR SERVICE;6736,46;;48908,69
26/01/2017;OPESSA TUCUMAN BULNES-;500;;48408,69
27/01/2017;J.D.G. NEUMATICOS;5000;;43408,69
27/01/2017;GAR SA;500;;42908,69
27/01/2017;C15974-CIRC MEDICO SALTA-HONORA;;2166;45074,69
27/01/2017;DB TARJETA DE CREDITO VISA;4616,72;;40457,97
27/01/2017;DB TARJETA DE CREDITO MASTERCARD;4751,83;;35706,14
27/01/2017;CAPITALIZACION AH;;9,95;35716,09
30/01/2017;TEF DATANET PR HOSP.TRES CERRITOS 30709676861;;18097,59;53813,68
