D¡a ;Mes ;Anio;Fc;Pto. Vta;Nro Compr.;Nombre del Cliente;CUIT;Alicuota (IVA);Neto ;IVA;IVA Percep;IIBB Percep;Act Vs Percep;Imp Internos;No Gravados;Exentos ;Total
1;2;2018;082-TIQUE - FACTURA B;2;33025;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0;0;0;0;0;0;35
1;2;2018;082-TIQUE - FACTURA B;2;33026;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0;0;0;0;0;0;60
1;2;2018;082-TIQUE - FACTURA B;2;33027;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
1;2;2018;082-TIQUE - FACTURA B;2;33028;CONSUMIDOR FINAL;20000000001;21% 0005;70,25;14,75;0;0;0;0;0;0;85
1;2;2018;082-TIQUE - FACTURA B;2;33029;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0;0;0;0;0;0;60
1;2;2018;082-TIQUE - FACTURA B;2;33030;CONSUMIDOR FINAL;20000000001;21% 0005;20,66;4,34;0;0;0;0;0;0;25
1;2;2018;082-TIQUE - FACTURA B;2;33031;CONSUMIDOR FINAL;20000000001;21% 0005;33,06;6,94;0;0;0;0;0;0;40
1;2;2018;082-TIQUE - FACTURA B;2;33032;CONSUMIDOR FINAL;20000000001;21% 0005;90,91;19,09;0;0;0;0;0;0;110
1;2;2018;082-TIQUE - FACTURA B;2;33033;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0;0;0;0;0;0;80
1;2;2018;082-TIQUE - FACTURA B;2;33034;CONSUMIDOR FINAL;20000000001;21% 0005;74,38;15,62;0;0;0;0;0;0;90
1;2;2018;082-TIQUE - FACTURA B;2;33035;CONSUMIDOR FINAL;20000000001;21% 0005;95,04;19,96;0;0;0;0;0;0;115
1;2;2018;082-TIQUE - FACTURA B;2;33036;CONSUMIDOR FINAL;20000000001;21% 0005;53,72;11,28;0;0;0;0;0;0;65
1;2;2018;082-TIQUE - FACTURA B;2;33037;CONSUMIDOR FINAL;20000000001;21% 0005;78,51;16,49;0;0;0;0;0;0;95
1;2;2018;082-TIQUE - FACTURA B;2;33038;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0;0;0;0;0;0;80
1;2;2018;082-TIQUE - FACTURA B;2;33039;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0;0;0;0;0;0;60
1;2;2018;082-TIQUE - FACTURA B;2;33040;CONSUMIDOR FINAL;20000000001;21% 0005;198,35;41,65;0;0;0;0;0;0;240
1;2;2018;082-TIQUE - FACTURA B;2;33041;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0;0;0;0;0;0;80
1;2;2018;082-TIQUE - FACTURA B;2;33042;CONSUMIDOR FINAL;20000000001;21% 0005;53,72;11,28;0;0;0;0;0;0;65
1;2;2018;082-TIQUE - FACTURA B;2;33043;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0;0;0;0;0;0;60
1;2;2018;082-TIQUE - FACTURA B;2;33044;CONSUMIDOR FINAL;20000000001;21% 0005;103,31;21,69;0;0;0;0;0;0;125
1;2;2018;082-TIQUE - FACTURA B;2;33045;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0;0;0;0;0;0;45
1;2;2018;082-TIQUE - FACTURA B;2;33046;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0;0;0;0;0;0;60
1;2;2018;082-TIQUE - FACTURA B;2;33047;CONSUMIDOR FINAL;20000000001;21% 0005;33,06;6,94;0;0;0;0;0;0;40
1;2;2018;082-TIQUE - FACTURA B;2;33048;CONSUMIDOR FINAL;20000000001;21% 0005;99,17;20,83;0;0;0;0;0;0;120
1;2;2018;082-TIQUE - FACTURA B;2;33049;CONSUMIDOR FINAL;20000000001;21% 0005;157,02;32,98;0;0;0;0;0;0;190
1;2;2018;082-TIQUE - FACTURA B;2;33050;CONSUMIDOR FINAL;20000000001;21% 0005;57,85;12,15;0;0;0;0;0;0;70
1;2;2018;082-TIQUE - FACTURA B;2;33051;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
1;2;2018;082-TIQUE - FACTURA B;2;33052;CONSUMIDOR FINAL;20000000001;21% 0005;90,91;19,09;0;0;0;0;0;0;110
1;2;2018;082-TIQUE - FACTURA B;2;33053;CONSUMIDOR FINAL;20000000001;21% 0005;136,36;28,64;0;0;0;0;0;0;165
1;2;2018;082-TIQUE - FACTURA B;2;33054;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0;0;0;0;0;0;30
1;2;2018;082-TIQUE - FACTURA B;2;33055;CONSUMIDOR FINAL;20000000001;21% 0005;107,44;22,56;0;0;0;0;0;0;130
1;2;2018;082-TIQUE - FACTURA B;2;33056;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
1;2;2018;082-TIQUE - FACTURA B;2;33057;CONSUMIDOR FINAL;20000000001;21% 0005;115,70;24,30;0;0;0;0;0;0;140
1;2;2018;082-TIQUE - FACTURA B;2;33058;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
1;2;2018;082-TIQUE - FACTURA B;2;33059;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0;0;0;0;0;0;30
1;2;2018;082-TIQUE - FACTURA B;2;33060;CONSUMIDOR FINAL;20000000001;21% 0005;103,31;21,69;0;0;0;0;0;0;125
1;2;2018;082-TIQUE - FACTURA B;2;33061;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0;0;0;0;0;0;45
1;2;2018;082-TIQUE - FACTURA B;2;33062;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
1;2;2018;082-TIQUE - FACTURA B;2;33063;CONSUMIDOR FINAL;20000000001;21% 0005;57,85;12,15;0;0;0;0;0;0;70
1;2;2018;082-TIQUE - FACTURA B;2;33064;CONSUMIDOR FINAL;20000000001;21% 0005;70,25;14,75;0;0;0;0;0;0;85
1;2;2018;082-TIQUE - FACTURA B;2;33065;CONSUMIDOR FINAL;20000000001;21% 0005;82,64;17,36;0;0;0;0;0;0;100
1;2;2018;082-TIQUE - FACTURA B;2;33066;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
1;2;2018;082-TIQUE - FACTURA B;2;33067;CONSUMIDOR FINAL;20000000001;21% 0005;82,64;17,36;0;0;0;0;0;0;100
1;2;2018;082-TIQUE - FACTURA B;2;33068;CONSUMIDOR FINAL;20000000001;21% 0005;161,16;33,84;0;0;0;0;0;0;195
1;2;2018;082-TIQUE - FACTURA B;2;33069;CONSUMIDOR FINAL;20000000001;21% 0005;107,44;22,56;0;0;0;0;0;0;130
1;2;2018;082-TIQUE - FACTURA B;2;33070;CONSUMIDOR FINAL;20000000001;21% 0005;56,20;11,80;0;0;0;0;0;0;68
1;2;2018;082-TIQUE - FACTURA B;2;33071;CONSUMIDOR FINAL;20000000001;21% 0005;70,25;14,75;0;0;0;0;0;0;85
1;2;2018;082-TIQUE - FACTURA B;2;33072;CONSUMIDOR FINAL;20000000001;21% 0005;86,78;18,22;0;0;0;0;0;0;105
1;2;2018;082-TIQUE - FACTURA B;2;33073;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
1;2;2018;082-TIQUE - FACTURA B;2;33074;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
1;2;2018;082-TIQUE - FACTURA B;2;33075;CONSUMIDOR FINAL;20000000001;21% 0005;57,85;12,15;0;0;0;0;0;0;70
1;2;2018;082-TIQUE - FACTURA B;2;33076;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0;0;0;0;0;0;45
1;2;2018;082-TIQUE - FACTURA B;2;33077;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0;0;0;0;0;0;30
1;2;2018;082-TIQUE - FACTURA B;2;33078;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0;0;0;0;0;0;35
1;2;2018;082-TIQUE - FACTURA B;2;33079;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
1;2;2018;082-TIQUE - FACTURA B;2;33080;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0;0;0;0;0;0;80
1;2;2018;082-TIQUE - FACTURA B;2;33081;CONSUMIDOR FINAL;20000000001;21% 0005;74,38;15,62;0;0;0;0;0;0;90
1;2;2018;082-TIQUE - FACTURA B;2;33082;CONSUMIDOR FINAL;20000000001;21% 0005;90,91;19,09;0;0;0;0;0;0;110
1;2;2018;082-TIQUE - FACTURA B;2;33083;CONSUMIDOR FINAL;20000000001;21% 0005;86,78;18,22;0;0;0;0;0;0;105
1;2;2018;082-TIQUE - FACTURA B;2;33084;CONSUMIDOR FINAL;20000000001;21% 0005;70,25;14,75;0;0;0;0;0;0;85
1;2;2018;082-TIQUE - FACTURA B;2;33085;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
1;2;2018;082-TIQUE - FACTURA B;2;33086;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0;0;0;0;0;0;35
1;2;2018;082-TIQUE - FACTURA B;2;33087;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
1;2;2018;082-TIQUE - FACTURA B;2;33088;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
1;2;2018;082-TIQUE - FACTURA B;2;33089;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
1;2;2018;082-TIQUE - FACTURA B;2;33090;CONSUMIDOR FINAL;20000000001;21% 0005;99,17;20,83;0;0;0;0;0;0;120
1;2;2018;082-TIQUE - FACTURA B;2;33091;CONSUMIDOR FINAL;20000000001;21% 0005;74,38;15,62;0;0;0;0;0;0;90
1;2;2018;082-TIQUE - FACTURA B;2;33092;CONSUMIDOR FINAL;20000000001;21% 0005;74,38;15,62;0;0;0;0;0;0;90
1;2;2018;082-TIQUE - FACTURA B;2;33093;CONSUMIDOR FINAL;20000000001;21% 0005;33,06;6,94;0;0;0;0;0;0;40
1;2;2018;082-TIQUE - FACTURA B;2;33094;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0;0;0;0;0;0;80
1;2;2018;082-TIQUE - FACTURA B;2;33095;CONSUMIDOR FINAL;20000000001;21% 0005;128,10;26,90;0;0;0;0;0;0;155
1;2;2018;082-TIQUE - FACTURA B;2;33096;CONSUMIDOR FINAL;20000000001;21% 0005;82,64;17,36;0;0;0;0;0;0;100
1;2;2018;082-TIQUE - FACTURA B;2;33097;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
1;2;2018;082-TIQUE - FACTURA B;2;33098;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0;0;0;0;0;0;35
1;2;2018;082-TIQUE - FACTURA B;2;33099;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
1;2;2018;082-TIQUE - FACTURA B;2;33100;CONSUMIDOR FINAL;20000000001;21% 0005;107,44;22,56;0;0;0;0;0;0;130
1;2;2018;082-TIQUE - FACTURA B;2;33101;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0;0;0;0;0;0;35
1;2;2018;082-TIQUE - FACTURA B;2;33102;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0;0;0;0;0;0;60
1;2;2018;082-TIQUE - FACTURA B;2;33103;CONSUMIDOR FINAL;20000000001;21% 0005;53,72;11,28;0;0;0;0;0;0;65
1;2;2018;082-TIQUE - FACTURA B;2;33104;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0;0;0;0;0;0;35
1;2;2018;082-TIQUE - FACTURA B;2;33105;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0;0;0;0;0;0;80
1;2;2018;082-TIQUE - FACTURA B;2;33106;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0;0;0;0;0;0;45
1;2;2018;082-TIQUE - FACTURA B;2;33107;CONSUMIDOR FINAL;20000000001;21% 0005;70,25;14,75;0;0;0;0;0;0;85
1;2;2018;082-TIQUE - FACTURA B;2;33108;CONSUMIDOR FINAL;20000000001;21% 0005;161,16;33,84;0;0;0;0;0;0;195
1;2;2018;082-TIQUE - FACTURA B;2;33109;CONSUMIDOR FINAL;20000000001;21% 0005;107,44;22,56;0;0;0;0;0;0;130
1;2;2018;082-TIQUE - FACTURA B;2;33110;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
1;2;2018;082-TIQUE - FACTURA B;2;33111;CONSUMIDOR FINAL;20000000001;21% 0005;99,17;20,83;0;0;0;0;0;0;120
1;2;2018;082-TIQUE - FACTURA B;2;33112;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0;0;0;0;0;0;45
1;2;2018;082-TIQUE - FACTURA B;2;33113;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
1;2;2018;082-TIQUE - FACTURA B;2;33114;CONSUMIDOR FINAL;20000000001;21% 0005;103,31;21,69;0;0;0;0;0;0;125
1;2;2018;082-TIQUE - FACTURA B;2;33115;CONSUMIDOR FINAL;20000000001;21% 0005;90,91;19,09;0;0;0;0;0;0;110
1;2;2018;082-TIQUE - FACTURA B;2;33116;CONSUMIDOR FINAL;20000000001;21% 0005;53,72;11,28;0;0;0;0;0;0;65
1;2;2018;082-TIQUE - FACTURA B;2;33117;CONSUMIDOR FINAL;20000000001;21% 0005;86,78;18,22;0;0;0;0;0;0;105
1;2;2018;082-TIQUE - FACTURA B;2;33118;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0;0;0;0;0;0;80
1;2;2018;082-TIQUE - FACTURA B;2;33119;CONSUMIDOR FINAL;20000000001;21% 0005;107,44;22,56;0;0;0;0;0;0;130
1;2;2018;082-TIQUE - FACTURA B;2;33120;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
1;2;2018;082-TIQUE - FACTURA B;2;33121;CONSUMIDOR FINAL;20000000001;21% 0005;107,44;22,56;0;0;0;0;0;0;130
1;2;2018;082-TIQUE - FACTURA B;2;33122;CONSUMIDOR FINAL;20000000001;21% 0005;99,17;20,83;0;0;0;0;0;0;120
1;2;2018;082-TIQUE - FACTURA B;2;33123;CONSUMIDOR FINAL;20000000001;21% 0005;45,66;9,59;0;0;0;0;0;0;55,25
1;2;2018;082-TIQUE - FACTURA B;2;33124;CONSUMIDOR FINAL;20000000001;21% 0005;132,23;27,77;0;0;0;0;0;0;160
1;2;2018;082-TIQUE - FACTURA B;2;33125;CONSUMIDOR FINAL;20000000001;21% 0005;74,38;15,62;0;0;0;0;0;0;90
1;2;2018;082-TIQUE - FACTURA B;2;33126;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
1;2;2018;082-TIQUE - FACTURA B;2;33127;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
1;2;2018;082-TIQUE - FACTURA B;2;33128;CONSUMIDOR FINAL;20000000001;21% 0005;33,06;6,94;0;0;0;0;0;0;40
1;2;2018;082-TIQUE - FACTURA B;2;33129;CONSUMIDOR FINAL;20000000001;21% 0005;107,44;22,56;0;0;0;0;0;0;130
1;2;2018;082-TIQUE - FACTURA B;2;33130;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0;0;0;0;0;0;35
2;2;2018;082-TIQUE - FACTURA B;2;33131;CONSUMIDOR FINAL;20000000001;21% 0005;132,23;27,77;0;0;0;0;0;0;160
2;2;2018;082-TIQUE - FACTURA B;2;33132;CONSUMIDOR FINAL;20000000001;21% 0005;63,22;13,28;0;0;0;0;0;0;76,5
2;2;2018;082-TIQUE - FACTURA B;2;33133;CONSUMIDOR FINAL;20000000001;21% 0005;123,97;26,03;0;0;0;0;0;0;150
2;2;2018;082-TIQUE - FACTURA B;2;33134;CONSUMIDOR FINAL;20000000001;21% 0005;82,64;17,36;0;0;0;0;0;0;100
2;2;2018;082-TIQUE - FACTURA B;2;33135;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
2;2;2018;082-TIQUE - FACTURA B;2;33136;CONSUMIDOR FINAL;20000000001;21% 0005;74,38;15,62;0;0;0;0;0;0;90
2;2;2018;082-TIQUE - FACTURA B;2;33137;CONSUMIDOR FINAL;20000000001;21% 0005;80,79;16,96;0;0;0;0;0;0;97,75
