D¡a ;Mes ;Anio;Fc;Pto. Vta;Nro Compr.;Nombre del Cliente;CUIT;Alicuota (IVA);Neto ;IVA;IVA Percep;IIBB Percep;Act Vs Percep;Imp Internos;No Gravados;Exentos ;Total
1;11;2017;082-TIQUE - FACTURA B;2;25208;CONSUMIDOR FINAL;20000000001;21% 0005;119,42;25,08;0;0;0;0;0;0;144,5
1;11;2017;082-TIQUE - FACTURA B;2;25209;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
1;11;2017;082-TIQUE - FACTURA B;2;25210;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
1;11;2017;082-TIQUE - FACTURA B;2;25211;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
1;11;2017;082-TIQUE - FACTURA B;2;25212;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
1;11;2017;082-TIQUE - FACTURA B;2;25213;CONSUMIDOR FINAL;20000000001;21% 0005;61,98;13,02;0;0;0;0;0;0;75
1;11;2017;082-TIQUE - FACTURA B;2;25214;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0;0;0;0;0;0;35
1;11;2017;082-TIQUE - FACTURA B;2;25215;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
1;11;2017;082-TIQUE - FACTURA B;2;25216;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50
1;11;2017;082-TIQUE - FACTURA B;2;25217;CONSUMIDOR FINAL;20000000001;21% 0005;57,85;12,15;0;0;0;0;0;0;70
1;11;2017;082-TIQUE - FACTURA B;2;25218;CONSUMIDOR FINAL;20000000001;21% 0005;78,51;16,49;0;0;0;0;0;0;95
1;11;2017;082-TIQUE - FACTURA B;2;25219;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0;0;0;0;0;0;45
1;11;2017;082-TIQUE - FACTURA B;2;25220;CONSUMIDOR FINAL;20000000001;21% 0005;70,25;14,75;0;0;0;0;0;0;85
1;11;2017;082-TIQUE - FACTURA B;2;25221;CONSUMIDOR FINAL;20000000001;21% 0005;33,06;6,94;0;0;0;0;0;0;40
1;11;2017;082-TIQUE - FACTURA B;2;25222;CONSUMIDOR FINAL;20000000001;21% 0005;31,61;6,64;0;0;0;0;0;0;38,25
1;11;2017;082-TIQUE - FACTURA B;2;25223;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
1;11;2017;082-TIQUE - FACTURA B;2;25224;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
1;11;2017;082-TIQUE - FACTURA B;2;25225;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0;0;0;0;0;0;60
1;11;2017;082-TIQUE - FACTURA B;2;25226;CONSUMIDOR FINAL;20000000001;21% 0005;74,38;15,62;0;0;0;0;0;0;90
1;11;2017;082-TIQUE - FACTURA B;2;25227;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
1;11;2017;082-TIQUE - FACTURA B;2;25228;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0;0;0;0;0;0;45
1;11;2017;082-TIQUE - FACTURA B;2;25229;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55
1;11;2017;082-TIQUE - FACTURA B;2;25230;CONSUMIDOR FINAL;20000000001;21% 0005;86,78;18,22;0;0;0;0;0;0;105
1;11;2017;082-TIQUE - FACTURA B;2;25231;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0;0;0;0;0;0;45
