D¡a ;Mes ;Anio;Fc;Pto. Vta;Nro Compr.;Nombre del Cliente;CUIT;Alicuota (IVA);Neto ;IVA;IVA Percep;IIBB Percep;Act Vs Percep;Imp Internos;No Gravados;Exentos ;Total
1;3;2018;082-TIQUE - FACTURA B;2;36434;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0;0;0;0;0;0;60,00
1;3;2018;082-TIQUE - FACTURA B;2;36435;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0;0;0;0;0;0;45,00
1;3;2018;082-TIQUE - FACTURA B;2;36436;CONSUMIDOR FINAL;20000000001;21% 0005;56,20;11,80;0;0;0;0;0;0;68,00
1;3;2018;082-TIQUE - FACTURA B;2;36437;CONSUMIDOR FINAL;20000000001;21% 0005;53,72;11,28;0;0;0;0;0;0;65,00
1;3;2018;082-TIQUE - FACTURA B;2;36438;CONSUMIDOR FINAL;20000000001;21% 0005;31,61;6,64;0;0;0;0;0;0;38,25
1;3;2018;082-TIQUE - FACTURA B;2;36439;CONSUMIDOR FINAL;20000000001;21% 0005;33,06;6,94;0;0;0;0;0;0;40,00
1;3;2018;082-TIQUE - FACTURA B;2;36440;CONSUMIDOR FINAL;20000000001;21% 0005;119,83;25,17;0;0;0;0;0;0;145,00
1;3;2018;082-TIQUE - FACTURA B;2;36441;CONSUMIDOR FINAL;20000000001;21% 0005;91,32;19,18;0;0;0;0;0;0;110,50
1;3;2018;082-TIQUE - FACTURA B;2;36442;CONSUMIDOR FINAL;20000000001;21% 0005;123,97;26,03;0;0;0;0;0;0;150,00
1;3;2018;082-TIQUE - FACTURA B;2;36443;CONSUMIDOR FINAL;20000000001;21% 0005;70,25;14,75;0;0;0;0;0;0;85,00
1;3;2018;082-TIQUE - FACTURA B;2;36444;CONSUMIDOR FINAL;20000000001;21% 0005;90,91;19,09;0;0;0;0;0;0;110,00
1;3;2018;082-TIQUE - FACTURA B;2;36445;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0;0;0;0;0;0;35,00
1;3;2018;082-TIQUE - FACTURA B;2;36446;CONSUMIDOR FINAL;20000000001;21% 0005;61,98;13,02;0;0;0;0;0;0;75,00
1;3;2018;082-TIQUE - FACTURA B;2;36447;CONSUMIDOR FINAL;20000000001;21% 0005;31,61;6,64;0;0;0;0;0;0;38,25
1;3;2018;082-TIQUE - FACTURA B;2;36448;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0;0;0;0;0;0;30,00
1;3;2018;082-TIQUE - FACTURA B;2;36449;CONSUMIDOR FINAL;20000000001;21% 0005;70,25;14,75;0;0;0;0;0;0;85,00
1;3;2018;082-TIQUE - FACTURA B;2;36450;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0;0;0;0;0;0;45,00
1;3;2018;082-TIQUE - FACTURA B;2;36451;CONSUMIDOR FINAL;20000000001;21% 0005;56,20;11,80;0;0;0;0;0;0;68,00
1;3;2018;082-TIQUE - FACTURA B;2;36452;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0;0;0;0;0;0;30,00
1;3;2018;082-TIQUE - FACTURA B;2;36453;CONSUMIDOR FINAL;20000000001;21% 0005;12,40;2,60;0;0;0;0;0;0;15,00
1;3;2018;082-TIQUE - FACTURA B;2;36454;CONSUMIDOR FINAL;20000000001;21% 0005;53,72;11,28;0;0;0;0;0;0;65,00
1;3;2018;082-TIQUE - FACTURA B;2;36455;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0;0;0;0;0;0;30,00
1;3;2018;082-TIQUE - FACTURA B;2;36456;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50,00
1;3;2018;082-TIQUE - FACTURA B;2;36457;CONSUMIDOR FINAL;20000000001;21% 0005;33,06;6,94;0;0;0;0;0;0;40,00
1;3;2018;082-TIQUE - FACTURA B;2;36458;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0;0;0;0;0;0;80,00
1;3;2018;082-TIQUE - FACTURA B;2;36459;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0;0;0;0;0;0;45,00
1;3;2018;082-TIQUE - FACTURA B;2;36460;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0;0;0;0;0;0;60,00
1;3;2018;082-TIQUE - FACTURA B;2;36461;CONSUMIDOR FINAL;20000000001;21% 0005;33,06;6,94;0;0;0;0;0;0;40,00
1;3;2018;082-TIQUE - FACTURA B;2;36462;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0;0;0;0;0;0;60,00
1;3;2018;082-TIQUE - FACTURA B;2;36463;CONSUMIDOR FINAL;20000000001;21% 0005;165,29;34,71;0;0;0;0;0;0;200,00
1;3;2018;082-TIQUE - FACTURA B;2;36464;CONSUMIDOR FINAL;20000000001;21% 0005;53,72;11,28;0;0;0;0;0;0;65,00
1;3;2018;082-TIQUE - FACTURA B;2;36465;CONSUMIDOR FINAL;20000000001;21% 0005;53,72;11,28;0;0;0;0;0;0;65,00
1;3;2018;082-TIQUE - FACTURA B;2;36466;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0;0;0;0;0;0;30,00
1;3;2018;082-TIQUE - FACTURA B;2;36467;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0;0;0;0;0;0;35,00
1;3;2018;082-TIQUE - FACTURA B;2;36468;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0;0;0;0;0;0;80,00
1;3;2018;082-TIQUE - FACTURA B;2;36469;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50,00
1;3;2018;082-TIQUE - FACTURA B;2;36470;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0;0;0;0;0;0;60,00
1;3;2018;082-TIQUE - FACTURA B;2;36471;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50,00
1;3;2018;082-TIQUE - FACTURA B;2;36472;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55,00
1;3;2018;082-TIQUE - FACTURA B;2;36473;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0;0;0;0;0;0;55,00
1;3;2018;082-TIQUE - FACTURA B;2;36474;CONSUMIDOR FINAL;20000000001;21% 0005;82,64;17,36;0;0;0;0;0;0;100,00
1;3;2018;082-TIQUE - FACTURA B;2;36475;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0;0;0;0;0;0;35,00
1;3;2018;082-TIQUE - FACTURA B;2;36476;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0;0;0;0;0;0;35,00
1;3;2018;082-TIQUE - FACTURA B;2;36477;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0;0;0;0;0;0;80,00
1;3;2018;082-TIQUE - FACTURA B;2;36478;CONSUMIDOR FINAL;20000000001;21% 0005;16,53;3,47;0;0;0;0;0;0;20,00
1;3;2018;082-TIQUE - FACTURA B;2;36479;CONSUMIDOR FINAL;20000000001;21% 0005;61,98;13,02;0;0;0;0;0;0;75,00
1;3;2018;082-TIQUE - FACTURA B;2;36480;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0;0;0;0;0;0;50,00
1;3;2018;082-TIQUE - FACTURA B;2;36481;CONSUMIDOR FINAL;20000000001;21% 0005;33,06;6,94;0;0;0;0;0;0;40,00
1;3;2018;082-TIQUE - FACTURA B;2;36482;CONSUMIDOR FINAL;20000000001;21% 0005;20,66;4,34;0;0;0;0;0;0;25,00
1;3;2018;082-TIQUE - FACTURA B;2;36483;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0;0;0;0;0;0;80,00
1;3;2018;082-TIQUE - FACTURA B;2;36484;CONSUMIDOR FINAL;20000000001;21% 0005;82,64;17,36;0;0;0;0;0;0;100,00
