03/04/2017;COLEGIO DE MEDICOS REC;330;;91837,59
03/04/2017;LA CJA DE JUBILAC P MEDI REC;1593;;90244,59
03/04/2017;14642 - CMS FOCOM - DA;437,5;;89807,09
03/04/2017;14642 - CMS FOCOM - DA;380;;89427,09
03/04/2017;14642 - CMS FOCOM - DA;25;;89402,09
03/04/2017;14642 - CMS FOCOM - DA;300;;89102,09
07/04/2017;TEF DATANET PR HOSP.TRES CERRITOS 30709676861;;11037,62;100139,71
07/04/2017;ESTACION VISION SRL;1080,04;;99059,67
10/04/2017;ARGENTINA MOTO GP /  M;2640;;96419,67
10/04/2017;FULL SERVICE SRL;875;;95544,67
11/04/2017;EL PRADO ECO VILLAGE;1900;;93644,67
11/04/2017;EL PRADO ECO VILLAGE;1500;;92144,67
11/04/2017;EL PRADO ECO VILLAGE;1500;;90644,67
12/04/2017;C15974-CIRC MEDICO SALTA-HONORA;;6530,1;97174,77
21/04/2017;C15974-CIRC MEDICO SALTA-HONORA;;3505,1;100679,87
27/04/2017;TEF DATANET PR HOSP.TRES CERRITOS 30709676861;;11742,14;112422,01
28/04/2017;C15974-CIRC MEDICO SALTA-HONORA;;1526,83;113948,84
28/04/2017;DB TARJETA DE CREDITO VISA;14451,67;;99497,17
28/04/2017;CAPITALIZACION AH;;18,56;99515,73
